Sno,link,Author,Title,Posted,Filename,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,Topic10,Topic11,Topic12,Topic13,Topic14,Topic15,Topic16,Topic17,Topic18,Topic19,Topic20,Topic21,Topic22,Topic23,Topic24,Topic25,Topic26,Topic27,Topic28,Topic29,Topic30,Topic31
166,http://www.ted.com/talks/eddie_obeng_smart_failure_for_a_fast_changing_world/transcript,Eddie Obeng, Smart failure for a fast-changing world , Oct 2012 ,eddie_obeng_smart_failure_for_a_fast_changing_world.txt,,Business,Creativity,Education,Failure,Productivity,Success,Technology,,,,,,,,,,,,,,,,,,,,,,,
167,http://www.ted.com/talks/maurizio_seracini_the_secret_lives_of_paintings/transcript,Maurizio Seracini, The secret lives of paintings , Oct 2012 ,maurizio_seracini_the_secret_lives_of_paintings.txt,,Art,Biotech,Collaboration,Conservation,Culture,Exploration,History,Painting,Science,Science,and,art,Technology,Visualizations,,,,,,,,,,,,,,,,
168,http://www.ted.com/talks/melissa_marshall_talk_nerdy_to_me/transcript,Melissa Marshall, Talk nerdy to me , Oct 2012 ,melissa_marshall_talk_nerdy_to_me.txt,,Collaboration,Communication,Engineering,Presentation,Science,Speech,Storytelling,Teaching,,,,,,,,,,,,,,,,,,,,,,
169,http://www.ted.com/talks/ruby_wax_what_s_so_funny_about_mental_illness/transcript,Ruby Wax, What's so funny about mental illness? , Oct 2012 ,ruby_wax_what_s_so_funny_about_mental_illness.txt,,Activism,Brain,Comedy,Culture,Entertainment,Evolution,Humor,Mental,health,Society,,,,,,,,,,,,,,,,,,,,
170,http://www.ted.com/talks/john_maeda_how_art_technology_and_design_inform_creative_leaders/transcript,John Maeda," How art, technology and design inform creative leaders ", Oct 2012 ,john_maeda_how_art_technology_and_design_inform_creative_leaders.txt,,Internet,Art,Computers,Creativity,Design,Humor,Leadership,Technology,,,,,,,,,,,,,,,,,,,,,,
171,http://www.ted.com/talks/tim_leberecht_3_ways_to_usefully_lose_control_of_your_reputation/transcript,Tim Leberecht, 3 ways to (usefully) lose control of your brand , Oct 2012 ,tim_leberecht_3_ways_to_usefully_lose_control_of_your_reputation.txt,,Business,Design,Social,media,,,,,,,,,,,,,,,,,,,,,,,,,,
172,http://www.ted.com/talks/shimon_schocken_the_self_organizing_computer_course/transcript,Shimon Schocken, The self-organizing computer course , Oct 2012 ,shimon_schocken_the_self_organizing_computer_course.txt,,Code,Computers,Education,Open-source,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
173,http://www.ted.com/talks/jason_mccue_terrorism_is_a_failed_brand/transcript,Jason McCue, Terrorism is a failed brand , Oct 2012 ,jason_mccue_terrorism_is_a_failed_brand.txt,,Crime,Global,issues,Law,Marketing,Terrorism,Violence,War,,,,,,,,,,,,,,,,,,,,,,
174,http://www.ted.com/talks/amy_cuddy_your_body_language_shapes_who_you_are/transcript,Amy Cuddy, Your body language shapes who you are , Oct 2012 ,amy_cuddy_your_body_language_shapes_who_you_are.txt,,TED,Brain,Trust,Body,language,Brain,Business,Psychology,Self,Success,,,,,,,,,,,,,,,,,,,,
175,http://www.ted.com/talks/vicki_arroyo_let_s_prepare_for_our_new_climate/transcript,Vicki Arroyo, Let's prepare for our new climate , Sep 2012 ,vicki_arroyo_let_s_prepare_for_our_new_climate.txt,,Cities,Climate,change,Global,issues,Weather,,,,,,,,,,,,,,,,,,,,,,,,
176,http://www.ted.com/talks/bahia_shehab_a_thousand_times_no/transcript,Bahia Shehab, A thousand times no , Sep 2012 ,bahia_shehab_a_thousand_times_no.txt,,Egypt,Middle,East,TED,Fellows,Art,Protests,World,cultures,,,,,,,,,,,,,,,,,,,,,
177,http://www.ted.com/talks/clay_shirky_how_the_internet_will_one_day_transform_government/transcript,Clay Shirky, How the Internet will (one day) transform government , Sep 2012 ,clay_shirky_how_the_internet_will_one_day_transform_government.txt,,Internet,Collaboration,Future,Government,Law,Open-source,Politics,Social,media,Software,Technology,,,,,,,,,,,,,,,,,,,
178,http://www.ted.com/talks/read_montague_what_we_re_learning_from_5_000_brains/transcript,Read Montague," What we're learning from 5,000 brains ", Sep 2012 ,read_montague_what_we_re_learning_from_5_000_brains.txt,,Behavioral,economics,Brain,Cognitive,science,Community,Decision-making,Disease,Economics,Gaming,Medical,imaging,Medical,research,Mental,health,Mind,Molecular,biology,Neuroscience,Pharmaceuticals,Programming,Psychology,Science,Sociology,Software,,,,
179,http://www.ted.com/talks/rachel_botsman_the_currency_of_the_new_economy_is_trust/transcript,Rachel Botsman, The currency of the new economy is trust , Sep 2012 ,rachel_botsman_the_currency_of_the_new_economy_is_trust.txt,,Business,Collaboration,Community,Trust,Web,,,,,,,,,,,,,,,,,,,,,,,,,
180,http://www.ted.com/talks/andrew_blum_what_is_the_internet_really/transcript,Andrew Blum, Discover the physical side of the internet , Sep 2012 ,andrew_blum_what_is_the_internet_really.txt,,Internet,Business,Exploration,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
181,http://www.ted.com/talks/julian_treasure_why_architects_need_to_use_their_ears/transcript,Julian Treasure, Why architects need to use their ears , Sep 2012 ,julian_treasure_why_architects_need_to_use_their_ears.txt,,Senses,Architecture,Design,Sound,,,,,,,,,,,,,,,,,,,,,,,,,,
182,http://www.ted.com/talks/sarah_jayne_blakemore_the_mysterious_workings_of_the_adolescent_brain/transcript,Sarah-Jayne Blakemore, The mysterious workings of the adolescent brain , Sep 2012 ,sarah_jayne_blakemore_the_mysterious_workings_of_the_adolescent_brain.txt,,Aging,Biology,Brain,Children,Cognitive,science,Consciousness,Education,Intelligence,Medical,imaging,Mind,Neuroscience,Parenting,Science,Sociology,Youth,,,,,,,,,,,,,
183,http://www.ted.com/talks/beth_noveck_demand_a_more_open_source_government/transcript,Beth Noveck, Demand a more open-source government , Sep 2012 ,beth_noveck_demand_a_more_open_source_government.txt,,Data,Democracy,Global,issues,Government,Politics,,,,,,,,,,,,,,,,,,,,,,,,
184,http://www.ted.com/talks/wayne_mcgregor_a_choreographer_s_creative_process_in_real_time/transcript,Wayne McGregor, A choreographer's creative process in real time , Sep 2012 ,wayne_mcgregor_a_choreographer_s_creative_process_in_real_time.txt,,Art,Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,http://www.ted.com/talks/susan_solomon_the_promise_of_research_with_stem_cells/transcript,Susan Solomon, The promise of research with stem cells , Sep 2012 ,susan_solomon_the_promise_of_research_with_stem_cells.txt,,Biology,Biotech,Disease,Economics,Future,Genetics,Health,Health,care,Illness,Innovation,Medical,imaging,Medical,research,Medicine,Molecular,biology,Pharmaceuticals,Politics,Science,Technology,,,,,,,,
186,http://www.ted.com/talks/leslie_t_chang_the_voices_of_china_s_workers/transcript,Leslie T. Chang, The voices of China's workers , Sep 2012 ,leslie_t_chang_the_voices_of_china_s_workers.txt,,Asia,China,Consumerism,Culture,Economics,Global,issues,Women,,,,,,,,,,,,,,,,,,,,,,
187,http://www.ted.com/talks/vikram_patel_mental_health_for_all_by_involving_all/transcript,Vikram Patel, Mental health for all by involving all , Sep 2012 ,vikram_patel_mental_health_for_all_by_involving_all.txt,,Depression,Global,issues,Health,Mental,health,Public,health,,,,,,,,,,,,,,,,,,,,,,
188,http://www.ted.com/talks/jonathan_trent_energy_from_floating_algae_pods/transcript,Jonathan Trent, Energy from floating algae pods , Sep 2012 ,jonathan_trent_energy_from_floating_algae_pods.txt,,NASA,Agriculture,Alternative,energy,Biodiversity,Biology,Biotech,Business,Climate,change,Ecology,Economics,Energy,Engineering,Environment,Industrial,design,Infrastructure,Nature,Oceans,Plants,Science,Solar,Solar,energy,Sustainability,Technology,Water,Wind,energy
189,http://www.ted.com/talks/antony_gormley_sculpted_space_within_and_without/transcript,Antony Gormley," Sculpted space, within and without ", Sep 2012 ,antony_gormley_sculpted_space_within_and_without.txt,,Art,Design,Public,spaces,,,,,,,,,,,,,,,,,,,,,,,,,,
190,http://www.ted.com/talks/shyam_sankar_the_rise_of_human_computer_cooperation/transcript,Shyam Sankar, The rise of human-computer cooperation , Sep 2012 ,shyam_sankar_the_rise_of_human_computer_cooperation.txt,,AI,Algorithm,Computers,Data,Engineering,Intelligence,Machine,learning,Security,Technology,,,,,,,,,,,,,,,,,,,,
191,http://www.ted.com/talks/robert_neuwirth_the_power_of_the_informal_economy/transcript,Robert Neuwirth, The power of the informal economy , Sep 2012 ,robert_neuwirth_the_power_of_the_informal_economy.txt,,Business,Cities,Community,Economics,Global,issues,Law,,,,,,,,,,,,,,,,,,,,,,,
192,http://www.ted.com/talks/rob_legato_the_art_of_creating_awe/transcript,Rob Legato, The art of creating awe , Aug 2012 ,rob_legato_the_art_of_creating_awe.txt,,Art,Creativity,Culture,Entertainment,Film,History,,,,,,,,,,,,,,,,,,,,,,,,
193,http://www.ted.com/talks/ivan_krastev_can_democracy_exist_without_trust/transcript,Ivan Krastev, Can democracy exist without trust? , Aug 2012 ,ivan_krastev_can_democracy_exist_without_trust.txt,,Europe,Big,problems,Culture,Democracy,Global,issues,Politics,Protests,,,,,,,,,,,,,,,,,,,,,
194,http://www.ted.com/talks/max_little_a_test_for_parkinson_s_with_a_phone_call/transcript,Max Little, A test for Parkinson's with a phone call , Aug 2012 ,max_little_a_test_for_parkinson_s_with_a_phone_call.txt,,TED,Fellows,Aging,Brain,Cognitive,science,Computers,Disability,Disease,Global,issues,Health,Health,care,Illness,Innovation,Machine,learning,Math,Medicine,Mind,Neuroscience,Programming,Science,Speech,Technology,,,,
195,http://www.ted.com/talks/margaret_heffernan_dare_to_disagree/transcript,Margaret Heffernan, Dare to disagree , Aug 2012 ,margaret_heffernan_dare_to_disagree.txt,,Business,Leadership,Women,in,business,,,,,,,,,,,,,,,,,,,,,,,,,
196,http://www.ted.com/talks/daphne_koller_what_we_re_learning_from_online_education/transcript,Daphne Koller, What we're learning from online education , Aug 2012 ,daphne_koller_what_we_re_learning_from_online_education.txt,,Internet,Code,Computers,Education,Global,issues,,,,,,,,,,,,,,,,,,,,,,,,
197,http://www.ted.com/talks/michael_anti_behind_the_great_firewall_of_china/transcript,Michael Anti, Behind the Great Firewall of China , Jul 2012 ,michael_anti_behind_the_great_firewall_of_china.txt,,Asia,China,Global,issues,Journalism,Social,media,Technology,,,,,,,,,,,,,,,,,,,,,,
198,http://www.ted.com/talks/michael_hansmeyer_building_unimaginable_shapes/transcript,Michael Hansmeyer, Building unimaginable shapes , Jul 2012 ,michael_hansmeyer_building_unimaginable_shapes.txt,,Algorithm,Architecture,Biomimicry,Design,Math,Science,and,art,Software,,,,,,,,,,,,,,,,,,,,,
199,http://www.ted.com/talks/ramesh_raskar_a_camera_that_takes_one_trillion_frames_per_second/transcript,Ramesh Raskar, Imaging at a trillion frames per second , Jul 2012 ,ramesh_raskar_a_camera_that_takes_one_trillion_frames_per_second.txt,,Innovation,Invention,Photography,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
200,http://www.ted.com/talks/malte_spitz_your_phone_company_is_watching/transcript,Malte Spitz, Your phone company is watching , Jul 2012 ,malte_spitz_your_phone_company_is_watching.txt,,Europe,Data,Technology,Telecom,,,,,,,,,,,,,,,,,,,,,,,,,,
201,http://www.ted.com/talks/neil_harbisson_i_listen_to_color/transcript,Neil Harbisson, I listen to color , Jul 2012 ,neil_harbisson_i_listen_to_color.txt,,Senses,Art,Cyborg,Design,Entertainment,Innovation,Music,Prosthetics,Sound,Technology,,,,,,,,,,,,,,,,,,,,
202,http://www.ted.com/talks/matt_mills_image_recognition_that_triggers_augmented_reality/transcript,Matt Mills, Image recognition that triggers augmented reality , Jul 2012 ,matt_mills_image_recognition_that_triggers_augmented_reality.txt,,Art,Augmented,reality,Code,Communication,Computers,Demo,Design,Empathy,Engineering,Innovation,Interface,design,Open-source,Programming,Science,Science,and,art,Software,Technology,,,,,,,,,
203,http://www.ted.com/talks/jamie_drummond_how_to_set_goals_for_the_world/transcript,Jamie Drummond, Let's crowdsource the world's goals , Jul 2012 ,jamie_drummond_how_to_set_goals_for_the_world.txt,,Global,development,Global,issues,Goal-setting,Health,care,Poverty,,,,,,,,,,,,,,,,,,,,,,
204,http://www.ted.com/talks/mina_bissell_experiments_that_point_to_a_new_understanding_of_cancer/transcript,Mina Bissell, Experiments that point to a new understanding of cancer , Jul 2012 ,mina_bissell_experiments_that_point_to_a_new_understanding_of_cancer.txt,,DNA,Biology,Cancer,Chemistry,Disease,Genetics,Health,Health,care,Illness,Innovation,Medical,research,Medicine,Microbiology,Molecular,biology,Science,Women,,,,,,,,,,,
205,http://www.ted.com/talks/marc_goodman_a_vision_of_crimes_in_the_future/transcript,Marc Goodman, A vision of crimes in the future , Jul 2012 ,marc_goodman_a_vision_of_crimes_in_the_future.txt,,Internet,Surveillance,Crime,Future,Global,issues,Law,Open-source,Security,Technology,Terrorism,Violence,,,,,,,,,,,,,,,,,,
206,http://www.ted.com/talks/jane_mcgonigal_the_game_that_can_give_you_10_extra_years_of_life/transcript,Jane McGonigal, The game that can give you 10 extra years of life , Jul 2012 ,jane_mcgonigal_the_game_that_can_give_you_10_extra_years_of_life.txt,,Aging,Body,language,Cognitive,science,Compassion,Entertainment,Gaming,Happiness,Health,Health,care,Illness,Life,Medicine,Mind,Motivation,Neuroscience,Philosophy,Psychology,Science,Self,Social,change,Social,media,Technology,,,
207,http://www.ted.com/talks/usman_riaz_and_preston_reed_a_young_guitarist_meets_his_hero/transcript,Usman Riaz + Preston Reed, A young guitarist meets his hero , Jul 2012 ,usman_riaz_and_preston_reed_a_young_guitarist_meets_his_hero.txt,,TED,Fellows,Entertainment,Live,music,Music,,,,,,,,,,,,,,,,,,,,,,,,
208,http://www.ted.com/talks/alanna_shaikh_how_i_m_preparing_to_get_alzheimer_s/transcript,Alanna Shaikh, How I'm preparing to get Alzheimer's , Jul 2012 ,alanna_shaikh_how_i_m_preparing_to_get_alzheimer_s.txt,,TED,Fellows,Aging,Brain,Compassion,Death,Disease,Family,Future,Health,Health,care,Illness,Life,Medicine,Mental,health,Mind,Neuroscience,Philosophy,Psychology,Science,Self,,,,,,,
209,http://www.ted.com/talks/boaz_almog_levitates_a_superconductor/transcript,Boaz Almog, The levitating superconductor , Jul 2012 ,boaz_almog_levitates_a_superconductor.txt,,Alternative,energy,Demo,Design,Energy,Engineering,Innovation,Invention,Magic,Materials,Nanoscale,Physics,Potential,Science,Technology,,,,,,,,,,,,,,,
210,http://www.ted.com/talks/elyn_saks_seeing_mental_illness/transcript,Elyn Saks, A tale of mental illness — from the inside , Jun 2012 ,elyn_saks_seeing_mental_illness.txt,,Brain,Depression,Health,care,Mental,health,,,,,,,,,,,,,,,,,,,,,,,,
211,http://www.ted.com/talks/don_tapscott_four_principles_for_the_open_world_1/transcript,Don Tapscott, Four principles for the open world , Jun 2012 ,don_tapscott_four_principles_for_the_open_world_1.txt,,Business,Future,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,http://www.ted.com/talks/massimo_banzi_how_arduino_is_open_sourcing_imagination/transcript,Massimo Banzi, How Arduino is open-sourcing imagination , Jun 2012 ,massimo_banzi_how_arduino_is_open_sourcing_imagination.txt,,Code,Creativity,Drones,Education,Open-source,Robots,Technology,,,,,,,,,,,,,,,,,,,,,,,
213,http://www.ted.com/talks/paul_snelgrove_a_census_of_the_ocean/transcript,Paul Snelgrove, A census of the ocean , Feb 2012 ,paul_snelgrove_a_census_of_the_ocean.txt,,Biology,Collaboration,Fish,Oceans,Photography,,,,,,,,,,,,,,,,,,,,,,,,,
214,http://www.ted.com/talks/neil_macgregor_2600_years_of_history_in_one_object/transcript,Neil MacGregor, 2600 years of history in one object , Feb 2012 ,neil_macgregor_2600_years_of_history_in_one_object.txt,,Archaeology,Culture,Global,issues,History,World,cultures,,,,,,,,,,,,,,,,,,,,,,,
215,http://www.ted.com/talks/alain_de_botton_atheism_2_0/transcript,Alain de Botton, Atheism 2.0 , Jan 2012 ,alain_de_botton_atheism_2_0.txt,,Atheism,Culture,Philosophy,Religion,,,,,,,,,,,,,,,,,,,,,,,,,,
216,http://www.ted.com/talks/sonaar_luthra_meet_the_water_canary/transcript,Sonaar Luthra, Meet the Water Canary , Jan 2012 ,sonaar_luthra_meet_the_water_canary.txt,,TED,Fellows,Design,Global,development,Technology,Water,,,,,,,,,,,,,,,,,,,,,,,
217,http://www.ted.com/talks/karen_tse_how_to_stop_torture/transcript,Karen Tse, How to stop torture , Dec 2011 ,karen_tse_how_to_stop_torture.txt,,Global,issues,Law,Politics,Prison,War,,,,,,,,,,,,,,,,,,,,,,,,
218,http://www.ted.com/talks/pavan_sukhdev_what_s_the_price_of_nature/transcript,Pavan Sukhdev, Put a value on nature! , Dec 2011 ,pavan_sukhdev_what_s_the_price_of_nature.txt,,Business,Economics,Finance,Global,issues,Green,,,,,,,,,,,,,,,,,,,,,,,,
219,http://www.ted.com/talks/monika_bulaj_the_hidden_light_of_afghanistan/transcript,Monika Bulaj, The hidden light of Afghanistan , Dec 2011 ,monika_bulaj_the_hidden_light_of_afghanistan.txt,,TED,Fellows,Art,Design,Global,issues,Journalism,Photography,Storytelling,,,,,,,,,,,,,,,,,,,,,
220,http://www.ted.com/talks/annie_murphy_paul_what_we_learn_before_we_re_born/transcript,Annie Murphy Paul, What we learn before we're born , Nov 2011 ,annie_murphy_paul_what_we_learn_before_we_re_born.txt,,Brain,Children,Culture,Education,Evolution,Food,Mental,health,Neuroscience,Pregnancy,Science,Writing,,,,,,,,,,,,,,,,,,
221,http://www.ted.com/talks/peter_fankhauser_meet_rezero_the_dancing_ballbot/transcript,Péter Fankhauser," Meet Rezero, the dancing ballbot ", Nov 2011 ,peter_fankhauser_meet_rezero_the_dancing_ballbot.txt,,Creativity,Design,Engineering,Robots,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
222,http://www.ted.com/talks/robin_ince_science_versus_wonder/transcript,Robin Ince, Science versus wonder? , Nov 2011 ,robin_ince_science_versus_wonder.txt,,Comedy,Entertainment,Humor,Philosophy,Science,Science,and,art,Time,,,,,,,,,,,,,,,,,,,,,
223,http://www.ted.com/talks/cynthia_kenyon_experiments_that_hint_of_longer_lives/transcript,Cynthia Kenyon, Experiments that hint of longer lives , Nov 2011 ,cynthia_kenyon_experiments_that_hint_of_longer_lives.txt,,DNA,Aging,Biotech,Genetics,Innovation,Medical,research,Medicine,Molecular,biology,Science,Synthetic,biology,Technology,,,,,,,,,,,,,,,,
224,http://www.ted.com/talks/yves_rossy_fly_with_the_jetman/transcript,Yves Rossy, Fly with the Jetman , Nov 2011 ,yves_rossy_fly_with_the_jetman.txt,,Adventure,Design,Flight,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
225,http://www.ted.com/talks/allan_jones_a_map_of_the_brain/transcript,Allan Jones, A map of the brain , Nov 2011 ,allan_jones_a_map_of_the_brain.txt,,DNA,Biotech,Brain,Cognitive,science,Disease,Genetics,Medical,imaging,Medical,research,Mental,health,Molecular,biology,Neuroscience,Physiology,Science,Technology,Visualizations,,,,,,,,,,
226,http://www.ted.com/talks/ben_kacyra_ancient_wonders_captured_in_3d/transcript,Ben Kacyra, Ancient wonders captured in 3D , Nov 2011 ,ben_kacyra_ancient_wonders_captured_in_3d.txt,,Archaeology,History,Invention,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,
227,http://www.ted.com/talks/aparna_rao_high_tech_art_with_a_sense_of_humor/transcript,Aparna Rao, High-tech art (with a sense of humor) , Nov 2011 ,aparna_rao_high_tech_art_with_a_sense_of_humor.txt,,TED,Fellows,Art,Creativity,Humor,Technology,,,,,,,,,,,,,,,,,,,,,,,,
228,http://www.ted.com/talks/marco_tempest_the_augmented_reality_of_techno_magic/transcript,Marco Tempest," Augmented reality, techno-magic ", Nov 2011 ,marco_tempest_the_augmented_reality_of_techno_magic.txt,,Entertainment,Magic,Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,http://www.ted.com/talks/daniel_wolpert_the_real_reason_for_brains/transcript,Daniel Wolpert, The real reason for brains , Nov 2011 ,daniel_wolpert_the_real_reason_for_brains.txt,,AI,Biology,Biomechanics,Brain,Cognitive,science,Consciousness,Decision-making,Engineering,Evolution,Math,Neuroscience,Robots,Science,,,,,,,,,,,,,,,,
230,http://www.ted.com/talks/anna_mracek_dietrich_a_plane_you_can_drive/transcript,Anna Mracek Dietrich, A plane you can drive , Nov 2011 ,anna_mracek_dietrich_a_plane_you_can_drive.txt,,Cars,Design,Flight,Invention,Transportation,,,,,,,,,,,,,,,,,,,,,,,,,
231,http://www.ted.com/talks/paul_zak_trust_morality_and_oxytocin/transcript,Paul Zak," Trust, morality — and oxytocin? ", Nov 2011 ,paul_zak_trust_morality_and_oxytocin.txt,,Behavioral,economics,Biology,Brain,Chemistry,Cognitive,science,Culture,Empathy,Happiness,Medicine,Mind,Molecular,biology,Morality,Neuroscience,Psychology,Science,Sociology,,,,,,,,,,,
232,http://www.ted.com/talks/hasan_elahi/transcript,Hasan Elahi," FBI, here I am! ", Oct 2011 ,hasan_elahi.txt,,Surveillance,Art,Data,Security,War,Web,,,,,,,,,,,,,,,,,,,,,,,,
233,http://www.ted.com/talks/malcolm_gladwell/transcript,Malcolm Gladwell, The strange tale of the Norden bombsight , Oct 2011 ,malcolm_gladwell.txt,,Drones,Invention,War,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,http://www.ted.com/talks/richard_wilkinson/transcript,Richard Wilkinson, How economic inequality harms societies , Oct 2011 ,richard_wilkinson.txt,,Culture,Data,Global,issues,Inequality,Money,Social,change,Visualizations,,,,,,,,,,,,,,,,,,,,,
235,http://www.ted.com/talks/nathalie_miebach/transcript,Nathalie Miebach, Art made of storms , Oct 2011 ,nathalie_miebach.txt,,TED,Fellows,Art,Data,Visualizations,Weather,,,,,,,,,,,,,,,,,,,,,,,,
236,http://www.ted.com/talks/todd_kuiken_a_prosthetic_arm_that_feels/transcript,Todd Kuiken," A prosthetic arm that ""feels"" ", Oct 2011 ,todd_kuiken_a_prosthetic_arm_that_feels.txt,,Senses,Design,Engineering,Invention,Medicine,Prosthetics,Science,Technology,,,,,,,,,,,,,,,,,,,,,,
237,http://www.ted.com/talks/justin_hall_tipping_freeing_energy_from_the_grid/transcript,Justin Hall-Tipping, Freeing energy from the grid , Oct 2011 ,justin_hall_tipping_freeing_energy_from_the_grid.txt,,Energy,Entrepreneur,Environment,Science,Technology,,,,,,,,,,,,,,,,,,,,,,,,,
238,http://www.ted.com/talks/bunker_roy/transcript,Bunker Roy, Learning from a barefoot movement , Oct 2011 ,bunker_roy.txt,,Culture,Education,Global,development,Global,issues,India,Invention,Women,,,,,,,,,,,,,,,,,,,,,
239,http://www.ted.com/talks/jae_rhim_lee/transcript,Jae Rhim Lee, My mushroom burial suit , Oct 2011 ,jae_rhim_lee.txt,,TED,Fellows,Art,Death,Design,Green,Invention,,,,,,,,,,,,,,,,,,,,,,,
240,http://www.ted.com/talks/pamela_meyer_how_to_spot_a_liar/transcript,Pamela Meyer, How to spot a liar , Oct 2011 ,pamela_meyer_how_to_spot_a_liar.txt,,Culture,Psychology,Science,Society,,,,,,,,,,,,,,,,,,,,,,,,,,
241,http://www.ted.com/talks/ian_ritchie_the_day_i_turned_down_tim_berners_lee/transcript,Ian Ritchie, The day I turned down Tim Berners-Lee , Oct 2011 ,ian_ritchie_the_day_i_turned_down_tim_berners_lee.txt,,Business,History,Technology,Web,,,,,,,,,,,,,,,,,,,,,,,,,,
242,http://www.ted.com/talks/alison_gopnik_what_do_babies_think/transcript,Alison Gopnik, What do babies think? , Oct 2011 ,alison_gopnik_what_do_babies_think.txt,,Brain,Children,Culture,Education,Psychology,,,,,,,,,,,,,,,,,,,,,,,,,
243,http://www.ted.com/talks/charles_hazlewood/transcript,Charles Hazlewood, Trusting the ensemble , Oct 2011 ,charles_hazlewood.txt,,Collaboration,Conducting,Culture,Entertainment,Music,Trust,,,,,,,,,,,,,,,,,,,,,,,,
244,http://www.ted.com/talks/mike_biddle/transcript,Mike Biddle, We can recycle plastic , Oct 2011 ,mike_biddle.txt,,Business,Global,issues,Green,Plastic,Technology,,,,,,,,,,,,,,,,,,,,,,,,
245,http://www.ted.com/talks/ben_goldacre_battling_bad_science/transcript,Ben Goldacre, Battling bad science , Sep 2011 ,ben_goldacre_battling_bad_science.txt,,Data,Health,care,Illness,Illusion,Medicine,Pharmaceuticals,Science,,,,,,,,,,,,,,,,,,,,,,
246,http://www.ted.com/talks/jarreth_merz_filming_democracy_in_ghana/transcript,Jarreth Merz, Filming democracy in Ghana , Sep 2011 ,jarreth_merz_filming_democracy_in_ghana.txt,,Africa,Democracy,Entertainment,Film,Global,issues,Politics,,,,,,,,,,,,,,,,,,,,,,,
247,http://www.ted.com/talks/geoff_mulgan_a_short_intro_to_the_studio_school/transcript,Geoff Mulgan, A short intro to the Studio School , Sep 2011 ,geoff_mulgan_a_short_intro_to_the_studio_school.txt,,Creativity,Culture,Design,Education,Work,,,,,,,,,,,,,,,,,,,,,,,,,
248,http://www.ted.com/talks/abraham_verghese_a_doctor_s_touch/transcript,Abraham Verghese, A doctor's touch , Sep 2011 ,abraham_verghese_a_doctor_s_touch.txt,,Communication,Culture,Health,Health,care,Medicine,Science,,,,,,,,,,,,,,,,,,,,,,,
249,http://www.ted.com/talks/elizabeth_murchison/transcript,Elizabeth Murchison, Fighting a contagious cancer , Sep 2011 ,elizabeth_murchison.txt,,Animals,Biology,Cancer,Science,,,,,,,,,,,,,,,,,,,,,,,,,,
250,http://www.ted.com/talks/amy_lockwood_selling_condoms_in_the_congo/transcript,Amy Lockwood, Selling condoms in the Congo , Sep 2011 ,amy_lockwood_selling_condoms_in_the_congo.txt,,Africa,Business,Global,issues,Marketing,Philanthropy,,,,,,,,,,,,,,,,,,,,,,,,
251,http://www.ted.com/talks/niall_ferguson_the_6_killer_apps_of_prosperity/transcript,Niall Ferguson, The 6 killer apps of prosperity , Sep 2011 ,niall_ferguson_the_6_killer_apps_of_prosperity.txt,,Business,Culture,Economics,Global,issues,,,,,,,,,,,,,,,,,,,,,,,,,
252,http://www.ted.com/talks/misha_glenny_hire_the_hackers/transcript,Misha Glenny, Hire the hackers! , Sep 2011 ,misha_glenny_hire_the_hackers.txt,,Internet,Computers,Crime,Global,issues,Technology,,,,,,,,,,,,,,,,,,,,,,,,
253,http://www.ted.com/talks/yasheng_huang/transcript,Yasheng Huang, Does democracy stifle economic growth? , Sep 2011 ,yasheng_huang.txt,,Asia,Culture,Democracy,Economics,Global,issues,Politics,,,,,,,,,,,,,,,,,,,,,,,
254,http://www.ted.com/talks/raghava_kk_shake_up_your_story/transcript,Raghava KK, Shake up your story , Sep 2011 ,raghava_kk_shake_up_your_story.txt,,Books,Creativity,Design,Entertainment,Storytelling,Technology,,,,,,,,,,,,,,,,,,,,,,,,
255,http://www.ted.com/talks/lee_cronin_making_matter_come_alive/transcript,Lee Cronin, Making matter come alive , Sep 2011 ,lee_cronin_making_matter_come_alive.txt,,Biology,Life,Nanoscale,Science,,,,,,,,,,,,,,,,,,,,,,,,,,
256,http://www.ted.com/talks/julia_bacha/transcript,Julia Bacha, Pay attention to nonviolence , Aug 2011 ,julia_bacha.txt,,Communication,Compassion,Entertainment,Film,Nonviolence,Peace,Violence,War,,,,,,,,,,,,,,,,,,,,,,
257,http://www.ted.com/talks/svante_paeaebo_dna_clues_to_our_inner_neanderthal/transcript,Svante Pääbo, DNA clues to our inner neanderthal , Aug 2011 ,svante_paeaebo_dna_clues_to_our_inner_neanderthal.txt,,DNA,Biology,Evolution,Science,,,,,,,,,,,,,,,,,,,,,,,,,,
